Vaccine,Geography Type,Geography,FIPS,Season/Survey Year,Month,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,8,Age,18-64 Years at High Risk,NR †,NR †,517
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,5,Race and Ethnicity,Hispanic,40.5,35.6 to 45.4,1477
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,7,Race and Ethnicity,Hispanic,NR †,NR †,1309
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,1,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",53.8,42.6 to 65.0 ‡,720
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,2,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",54.0,42.8 to 65.2 ‡,720
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,3,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",54.3,43.0 to 65.6 ‡,720
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,4,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",55.0,43.7 to 66.3 ‡,720
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,7,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",0.2,0.1 to 0.3,822
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,5,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",55.0,43.7 to 66.3 ‡,720
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,1,Race and Ethnicity,Hispanic,36.1,31.8 to 40.4,1477
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,2,Race and Ethnicity,Hispanic,38.5,33.9 to 43.1,1477
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,3,Race and Ethnicity,Hispanic,40.2,35.4 to 45.0,1477
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,4,Race and Ethnicity,Hispanic,40.5,35.6 to 45.4,1477
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,12,Race and Ethnicity,Hispanic,34.3,30.2 to 38.4,1477
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,9,Age,18-49 Years at High Risk,8.9,4.2 to 13.6,165
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,11,Age,18-64 Years not at High Risk,31.0,27.9 to 34.1,1567
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,10,Age,18-64 Years not at High Risk,25.0,22.3 to 27.7,1567
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,9,Age,18-64 Years not at High Risk,7.4,5.8 to 9.0,1567
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,8,Age,18-64 Years not at High Risk,1.1,0.5 to 1.7,1567
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,7,Age,18-64 Years not at High Risk,NR †,NR †,1567
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,5,Age,18-64 Years not at High Risk,31.8,28.9 to 34.7,2094
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,8,Age,18-49 Years,NR †,NR †,1390
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,9,Age,18-49 Years,4.4,2.8 to 6.0,1390
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,10,Age,18-49 Years,14.8,12.3 to 17.3,1390
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,11,Age,18-49 Years,20.7,17.6 to 23.8,1390
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,12,Age,18-49 Years,23.3,20.0 to 26.6,1390
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,4,Age,18-64 Years not at High Risk,31.8,28.9 to 34.7,2094
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,5,Age,18-49 Years at High Risk,52.6,40.1 to 65.1 ‡,170
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,7,Age,18-49 Years at High Risk,0.0,0.0 to 0.0,165
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,8,Age,18-49 Years at High Risk,NR †,NR †,165
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,8,Age,>=65 Years,NR †,NR †,798
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,5,Age,18-49 Years,23.2,20.1 to 26.3,1452
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,3,Age,18-49 Years at High Risk,52.6,40.1 to 65.1 ‡,170
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,4,Age,18-49 Years at High Risk,52.6,40.1 to 65.1 ‡,170
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,2,Age,18-49 Years at High Risk,46.8,35.8 to 57.8 ‡,170
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,5,Age,>=65 Years,59.3,54.6 to 64.0,1168
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,7,Age,>=65 Years,NR †,NR †,798
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,1,Age,>=65 Years,54.9,51.0 to 58.8,1168
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,2,Age,>=65 Years,56.4,52.5 to 60.3,1168
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,3,Age,>=65 Years,57.7,53.6 to 61.8,1168
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,4,Age,>=65 Years,57.7,53.6 to 61.8,1168
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,11,Age,18-64 Years,31.6,28.9 to 34.3,1682
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,12,Age,18-64 Years,34.6,31.7 to 37.5,1682
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,12,Age,>=65 Years,52.6,48.7 to 56.5,1168
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,7,Age,18-64 Years,NR †,NR †,1682
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,8,Age,18-64 Years,0.9,0.5 to 1.3,1682
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,9,Age,18-64 Years,6.4,5.0 to 7.8,1682
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,10,Age,18-64 Years,21.9,19.5 to 24.3,1682
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,11,Race and Ethnicity,Hispanic,30.0,26.2 to 33.8,1477
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,1,Age,>=18 Years,33.4,31.0 to 35.8,4348
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,2,Age,>=18 Years,34.3,31.9 to 36.7,4348
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,3,Age,>=18 Years,34.7,32.3 to 37.1,4348
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,4,Age,>=18 Years,34.8,32.4 to 37.2,4348
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,5,Age,>=18 Years,34.8,32.4 to 37.2,4348
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,11,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",44.5,35.9 to 53.1,720
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,12,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",49.8,39.7 to 59.9 ‡,720
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,1,Age,18-49 Years,23.2,20.7 to 25.7,1628
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,11,Age,18-49 Years,20.5,18.1 to 22.9,1628
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,12,Age,18-49 Years,22.0,19.5 to 24.5,1628
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,10,Age,18-49 Years,15.3,13.1 to 17.5,1628
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,9,Age,18-49 Years,6.2,4.8 to 7.6,1628
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,8,Age,18-49 Years,1.5,0.9 to 2.1,1628
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,8,Age,18-49 Years not at High Risk,1.2,0.6 to 1.8,1382
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,11,Age,>=65 Years,68.3,63.2 to 73.4,683
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,12,Age,>=65 Years,70.7,65.8 to 75.6,683
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,1,Age,>=65 Years,73.8,68.9 to 78.7,683
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,2,Age,>=65 Years,74.1,69.2 to 79.0,683
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,3,Age,18-64 Years at High Risk,41.0,35.3 to 46.7,679
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,2,Age,18-49 Years not at High Risk,27.1,22.6 to 31.6,731
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,3,Age,18-49 Years not at High Risk,27.1,22.6 to 31.6,731
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,4,Age,18-49 Years not at High Risk,27.1,22.6 to 31.6,731
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,5,Age,18-49 Years not at High Risk,27.1,22.6 to 31.6,731
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,7,Age,18-49 Years not at High Risk,NR †,NR †,1382
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,8,Race and Ethnicity,"White, Non-Hispanic",1.5,0.8 to 2.2,4940
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,9,Race and Ethnicity,"White, Non-Hispanic",8.5,7.3 to 9.7,4940
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,10,Race and Ethnicity,"White, Non-Hispanic",27.0,25.1 to 28.9,4940
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,11,Race and Ethnicity,"White, Non-Hispanic",35.4,33.3 to 37.5,4940
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,12,Race and Ethnicity,"White, Non-Hispanic",39.1,36.9 to 41.3,4940
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,1,Race and Ethnicity,"White, Non-Hispanic",41.4,39.2 to 43.6,4940
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,9,Age,18-64 Years at High Risk,8.4,5.7 to 11.1,679
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,10,Age,18-64 Years at High Risk,23.0,18.9 to 27.1,679
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,9,Age,>=65 Years,24.5,20.4 to 28.6,683
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,10,Age,>=65 Years,57.7,52.6 to 62.8,683
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,11,Age,18-64 Years at High Risk,32.2,27.3 to 37.1,679
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,12,Age,18-64 Years at High Risk,36.4,31.1 to 41.7,679
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,1,Age,18-64 Years at High Risk,38.9,33.2 to 44.6,679
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,2,Age,18-64 Years at High Risk,41.0,35.3 to 46.7,679
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,8,Age,50-64 Years,NR †,NR †,1331
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,9,Age,50-64 Years,5.8,4.0 to 7.6,1331
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,10,Age,50-64 Years,26.7,23.4 to 30.0,1331
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,11,Age,50-64 Years,37.8,34.1 to 41.5,1331
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,12,Age,50-64 Years,40.6,36.7 to 44.5,1331
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,1,Age,50-64 Years,40.9,37.0 to 44.8,1331
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,2,Age,50-64 Years,42.4,38.1 to 46.7,1331
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,4,Race and Ethnicity,Hispanic,42.3,37.5 to 47.1,1768
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,3,Race and Ethnicity,Hispanic,40.6,36.5 to 44.7,1768
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,5,Race and Ethnicity,Hispanic,42.4,37.6 to 47.2,1768
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,7,Race and Ethnicity,Hispanic,0.9,0.5 to 1.3,1481
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,8,Race and Ethnicity,Hispanic,4.0,2.8 to 5.2,1481
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,9,Race and Ethnicity,Hispanic,11.2,8.5 to 13.9,1481
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,1,Age,18-49 Years not at High Risk,27.1,22.6 to 31.6,731
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,7,Race and Ethnicity,"White, Non-Hispanic",NR †,NR †,4940
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,2,Age,13-17 Years,41.8,37.2 to 46.4,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,3,Age,13-17 Years,41.8,37.2 to 46.4,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,4,Age,13-17 Years,41.8,37.2 to 46.4,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,5,Age,13-17 Years,43.2,38.0 to 48.4,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,12,Age,6 Months - 17 Years,49.6,47.2 to 52.0,4739
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,1,Age,6 Months - 17 Years,51.3,48.9 to 53.7,4739
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,2,Age,6 Months - 17 Years,52.2,49.7 to 54.7,4739
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,3,Age,6 Months - 17 Years,52.2,49.7 to 54.7,4739
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,4,Age,6 Months - 17 Years,52.8,50.3 to 55.3,4739
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,5,Age,6 Months - 17 Years,52.9,50.4 to 55.4,4739
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,7,Age,6 Months - 17 Years,1.3,0.6 to 2.0,4387
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,4,Race and Ethnicity,Hispanic,40.1,29.3 to 50.9 ‡,721
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,5,Race and Ethnicity,Hispanic,40.1,29.3 to 50.9 ‡,721
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,10,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR †,NR †,135
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,11,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR †,NR †,135
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,11,Age,6 Months - 4 Years,53.0,49.5 to 56.5,1671
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,12,Age,6 Months - 4 Years,58.4,54.8 to 62.0,1671
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,12,Age,13-17 Years,39.7,35.2 to 44.2,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,1,Age,13-17 Years,40.5,36.0 to 45.0,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,1,Age,6 Months - 4 Years,60.5,56.8 to 64.2,1671
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,11,Age,13-17 Years,37.0,32.7 to 41.3,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,10,Age,13-17 Years,28.0,24.1 to 31.9,1171
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,11,Age,13-17 Years,36.0,31.5 to 40.5,1171
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,12,Age,13-17 Years,40.8,35.9 to 45.7,1171
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,1,Age,13-17 Years,43.7,38.7 to 48.7,1171
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,8,Age,6 Months - 17 Years,6.8,5.5 to 8.1,4387
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,2,Age,>=18 Years,37.8,35.6 to 40.0,4176
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,9,Age,6 Months - 17 Years,16.0,14.4 to 17.6,4387
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,10,Age,6 Months - 17 Years,33.2,31.1 to 35.3,4387
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,9,Age,5-12 Years,9.6,7.3 to 11.9,1321
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,7,Age,13-17 Years,1.6,0.7 to 2.5,1171
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,8,Age,13-17 Years,4.5,3.0 to 6.0,1171
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,9,Age,13-17 Years,12.0,9.6 to 14.4,1171
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,5,Age,6 Months - 4 Years,66.1,61.9 to 70.3,1671
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,8,Age,5-12 Years,2.1,1.1 to 3.1,1321
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,3,Age,>=18 Years,40.8,38.4 to 43.2,3901
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,3,Age,6 Months - 4 Years,64.3,60.5 to 68.1,1671
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,4,Age,6 Months - 4 Years,64.4,60.6 to 68.2,1671
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,2,Age,6 Months - 4 Years,63.5,59.7 to 67.3,1671
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,2,Age,>=18 Years,39.9,37.5 to 42.3,3901
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,7,Age,6 Months - 4 Years,1.6,0.9 to 2.3,1511
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,8,Age,6 Months - 4 Years,6.7,5.0 to 8.4,1511
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,9,Age,6 Months - 4 Years,22.9,20.0 to 25.8,1511
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,10,Age,6 Months - 4 Years,47.7,44.0 to 51.4,1511
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,11,Age,6 Months - 4 Years,59.0,55.1 to 62.9,1511
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,9,Age,13-17 Years,10.8,8.1 to 13.5,1155
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,10,Age,13-17 Years,23.8,20.3 to 27.3,1155
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,11,Age,13-17 Years,35.2,30.9 to 39.5,1155
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,12,Age,13-17 Years,38.2,33.8 to 42.6,1155
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,12,Age,6 Months - 4 Years,63.1,59.2 to 67.0,1511
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,4,Race and Ethnicity,"Asian, Non-Hispanic",32.3,21.5 to 43.1 ‡,180
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,8,Age,13-17 Years,5.0,3.5 to 6.5,1155
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,9,Age,6 Months - 4 Years,19.0,16.4 to 21.6,1671
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,10,Age,6 Months - 4 Years,42.1,38.7 to 45.5,1671
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,8,Age,6 Months - 4 Years,4.0,2.8 to 5.2,1671
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,2,Race and Ethnicity,Hispanic,39.0,28.3 to 49.7 ‡,721
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,3,Race and Ethnicity,Hispanic,40.1,29.3 to 50.9 ‡,721
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,12,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR †,NR †,135
Influenza A (H1N1) 2009 Monovalent,States/Local Areas,Illinois,17,2009-10,1,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR †,NR †,135
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,1,Age,>=18 Years,47.2,44.5 to 49.9,3015
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,9,Age,5-12 Years,15.6,13.3 to 17.9,2429
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,10,Age,5-12 Years,34.0,31.0 to 37.0,2429
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,11,Age,5-12 Years,44.7,41.4 to 48.0,2429
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,12,Age,5-12 Years,48.3,44.9 to 51.7,2429
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,7,Age,13-17 Years,1.3,0.6 to 2.0,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,5,Age,13-17 Years,48.1,43.7 to 52.5,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,7,Age,5-12 Years,1.7,0.9 to 2.5,2429
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,8,Age,5-12 Years,6.6,5.1 to 8.1,2429
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,5,Age,5-12 Years,54.0,49.2 to 58.8,1640
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,4,Age,13-17 Years,48.1,43.7 to 52.5,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,5,Age,>=6 Months,39.8,36.1 to 43.5,8455
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,1,Age,>=6 Months,35.8,33.2 to 38.4,8455
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,2,Age,>=6 Months,37.3,34.7 to 39.9,8455
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,3,Age,>=6 Months,39.5,35.8 to 43.2,8455
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,4,Age,>=6 Months,39.7,36.0 to 43.4,8455
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,11,Age,>=6 Months,31.1,28.8 to 33.4,8455
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,12,Age,>=6 Months,34.2,31.8 to 36.6,8455
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,8,Age,6 Months - 17 Years,6.1,5.1 to 7.1,4540
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,7,Age,6 Months - 17 Years,1.4,0.9 to 1.9,4540
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,5,Age,6 Months - 17 Years,55.0,52.5 to 57.5,4184
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,4,Age,6 Months - 17 Years,54.9,52.4 to 57.4,4184
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,3,Age,6 Months - 17 Years,54.2,51.8 to 56.6,4184
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,2,Age,6 Months - 17 Years,52.7,50.4 to 55.0,4184
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,3,Age,13-17 Years,47.1,42.9 to 51.3,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,2,Age,13-17 Years,45.5,41.5 to 49.5,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,1,Age,13-17 Years,44.9,40.9 to 48.9,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,10,Age,>=6 Months,24.6,23.0 to 26.2,7725
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,11,Age,>=6 Months,32.5,30.6 to 34.4,7725
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,12,Age,>=6 Months,34.5,32.6 to 36.4,7725
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,1,Age,>=6 Months,35.9,33.9 to 37.9,7725
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,8,Age,>=6 Months,1.8,1.3 to 2.3,7725
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,9,Age,>=6 Months,7.8,6.9 to 8.7,7725
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,11,Age,13-17 Years,39.3,35.3 to 43.3,1208
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,1,Age,6 Months - 17 Years,55.6,53.4 to 57.8,4540
